song,album,prev,lyric,next,artist,
Dead Joe,Junkyard,Junk-Sculpture turning back to junk,Dead Joe,oh joe n-o-o-o-o-o! it’s christmas time Joe,The Birthday Party,
Dead Joe,Junkyard,Dead Joe,oh joe n-o-o-o-o-o! it’s christmas time Joe,it’s christmas time now for you,The Birthday Party,
Dead Joe,Junkyard,oh joe n-o-o-o-o-o! it’s christmas time Joe,it’s christmas time now for you,and all the little bells are hanging two-by-two,The Birthday Party,
Dead Joe,Junkyard,it’s christmas time now for you,and all the little bells are hanging two-by-two,the holly and the nativity,The Birthday Party,
Dead Joe,Junkyard,and all the little bells are hanging two-by-two,the holly and the nativity,oh speak to me Joe speak to me Joe speak to me oh,The Birthday Party,
Dead Joe,Junkyard,the holly and the nativity,oh speak to me Joe speak to me Joe speak to me oh,oh-oh-oh---oh--oh--oh--oh--oh--oh--oh,The Birthday Party,
Dead Joe,Junkyard,oh speak to me Joe speak to me Joe speak to me oh,oh-oh-oh---oh--oh--oh--oh--oh--oh--oh,De-e-e-e-e-e-e-e-e-e-e-e-e-e-e-ead Joe,The Birthday Party,
Dead Joe,Junkyard,oh-oh-oh---oh--oh--oh--oh--oh--oh--oh,De-e-e-e-e-e-e-e-e-e-e-e-e-e-e-ead Joe,,The Birthday Party,
Dead Joe,Junkyard,De-e-e-e-e-e-e-e-e-e-e-e-e-e-e-ead Joe,,oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe,The Birthday Party,
Dead Joe,Junkyard,,oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe,oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe,The Birthday Party,
Dead Joe,Junkyard,oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe,oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe,,The Birthday Party,
Dead Joe,Junkyard,oh-ho-ho-ho-ho-ho-ho-ho-ho-ho Dead Joe,,welcome to the car smash,The Birthday Party,
Dead Joe,Junkyard,,welcome to the car smash,welcome to the car smash,The Birthday Party,
Dead Joe,Junkyard,welcome to the car smash,welcome to the car smash,welcome to the car smash,The Birthday Party,
Dead Joe,Junkyard,welcome to the car smash,welcome to the car smash,you can’t tell the girls from the boys anymore,The Birthday Party,
Dead Joe,Junkyard,welcome to the car smash,you can’t tell the girls from the boys anymore,you can’t tell the girls from the boys anymore,The Birthday Party,
Dead Joe,Junkyard,you can’t tell the girls from the boys anymore,you can’t tell the girls from the boys anymore,you can’t tell the girls from the boys anymore,The Birthday Party,
Dead Joe,Junkyard,you can’t tell the girls from the boys anymore,you can’t tell the girls from the boys anymore,Oh-oh-oh-oh-oh-oh---oh--oh--oh---oh---oh---oh,The Birthday Party,
Dead Joe,Junkyard,you can’t tell the girls from the boys anymore,Oh-oh-oh-oh-oh-oh---oh--oh--oh---oh---oh---oh,De-e-e-e-e-e-e-e-e-e-e-e-e-e-e-ead Joe,The Birthday Party,
Dead Joe,Junkyard,Oh-oh-oh-oh-oh-oh---oh--oh--oh---oh---oh---oh,De-e-e-e-e-e-e-e-e-e-e-e-e-e-e-ead Joe,,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,,Hamlet’s fishin’ in the grave,Hamlet’s fishin’ in the grave,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Hamlet’s fishin’ in the grave,Hamlet’s fishin’ in the grave,thru the custard bones and stuff,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Hamlet’s fishin’ in the grave,thru the custard bones and stuff,he ain’t got no friends in there,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,thru the custard bones and stuff,he ain’t got no friends in there,he ain’t got no friends in there,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,he ain’t got no friends in there,he ain’t got no friends in there,I believe our man’s in love,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,he ain’t got no friends in there,I believe our man’s in love,Hamlet got a gun now,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,I believe our man’s in love,Hamlet got a gun now,he wears a crucifix,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Hamlet got a gun now,he wears a crucifix,he wears a crucifix,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,he wears a crucifix,he wears a crucifix,pow pow pow pow/pow pow pow pow,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,he wears a crucifix,pow pow pow pow/pow pow pow pow,Hamlet moves so beautiful,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,pow pow pow pow/pow pow pow pow,Hamlet moves so beautiful,Hamlet moves so beautiful,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Hamlet moves so beautiful,Hamlet moves so beautiful,walking thru the flowers,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Hamlet moves so beautiful,walking thru the flowers,who are hiding ’round the corners,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,walking thru the flowers,who are hiding ’round the corners,He’s movin’ down the street now,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,who are hiding ’round the corners,He’s movin’ down the street now,he likes the look of that cadillac,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,He’s movin’ down the street now,he likes the look of that cadillac,he likes the look of that cadillac,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,he likes the look of that cadillac,he likes the look of that cadillac,pow pow pow pow/pow pow pow pow,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,he likes the look of that cadillac,pow pow pow pow/pow pow pow pow,Is this love some kinda love,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,pow pow pow pow/pow pow pow pow,Is this love some kinda love,Is this love some kinda love,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Is this love some kinda love,Is this love some kinda love,Now he’s movin’ down my street,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Is this love some kinda love,Now he’s movin’ down my street,and he’s coming to my house,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Now he’s movin’ down my street,and he’s coming to my house,crawling up my stairs,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,and he’s coming to my house,crawling up my stairs,Wherefore art thou baby-face,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,crawling up my stairs,Wherefore art thou baby-face,Where-for-art-thou,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Wherefore art thou baby-face,Where-for-art-thou,pow pow pow pow/pow pow pow pow,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Where-for-art-thou,pow pow pow pow/pow pow pow pow,Is this love,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,pow pow pow pow/pow pow pow pow,Is this love,Is this love,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Is this love,Is this love,Pow!,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Is this love,Pow!,He shoot it inside,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Pow!,He shoot it inside,He shoot it inside,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,He shoot it inside,He shoot it inside,Pow!,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,He shoot it inside,Pow!,Don’t let ’em steal your heart away,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Pow!,Don’t let ’em steal your heart away,he went and stole my heart POW!!,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,Don’t let ’em steal your heart away,he went and stole my heart POW!!,hey hey hey POW!!,The Birthday Party,
"Hamlet (Pow, Pow, Pow)",Junkyard,he went and stole my heart POW!!,hey hey hey POW!!,,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,,BU-U-U-U-U-U-U-RN! POP! POP!,BU-U-U-U-U-U-U-RN! POP! POP!,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,BU-U-U-U-U-U-U-RN! POP! POP!,BU-U-U-U-U-U-U-RN! POP! POP!,I reckon I’m a bit too close to this one,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,BU-U-U-U-U-U-U-RN! POP! POP!,I reckon I’m a bit too close to this one,I reckon if I touch it might just burn,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,I reckon I’m a bit too close to this one,I reckon if I touch it might just burn,Flesh-heads like me just wax and melt,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,I reckon if I touch it might just burn,Flesh-heads like me just wax and melt,When my tongue touches titty’s tongue in turn,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,Flesh-heads like me just wax and melt,When my tongue touches titty’s tongue in turn,Sometimes pleasure heads must,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,When my tongue touches titty’s tongue in turn,Sometimes pleasure heads must,BU-U-U-U-U-U-U-RN! POP! POP!,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,Sometimes pleasure heads must,BU-U-U-U-U-U-U-RN! POP! POP!,BU-U-U-U-U-U-U-RN! POP! POP!,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,BU-U-U-U-U-U-U-RN! POP! POP!,BU-U-U-U-U-U-U-RN! POP! POP!,My brain tricked my hands to believe they were strong,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,BU-U-U-U-U-U-U-RN! POP! POP!,My brain tricked my hands to believe they were strong,"In short, my hands became clubs to grind",The Birthday Party,
Sometimes Pleasure Heads Must Burn,,My brain tricked my hands to believe they were strong,"In short, my hands became clubs to grind",I reckon I’m a bit too close to this one,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,"In short, my hands became clubs to grind",I reckon I’m a bit too close to this one,"Kiss me darling, kiss my eyes to blind",The Birthday Party,
Sometimes Pleasure Heads Must Burn,,I reckon I’m a bit too close to this one,"Kiss me darling, kiss my eyes to blind",Kiss my clubs and witness what my knuckles find,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,"Kiss me darling, kiss my eyes to blind",Kiss my clubs and witness what my knuckles find,BU-U-U-U-U-U-U-RN! POP! POP!,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,Kiss my clubs and witness what my knuckles find,BU-U-U-U-U-U-U-RN! POP! POP!,BU-U-U-U-U-U-U-RN! POP! POP!,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,BU-U-U-U-U-U-U-RN! POP! POP!,BU-U-U-U-U-U-U-RN! POP! POP!,"I feel a little low, you know what I mean?",The Birthday Party,
Sometimes Pleasure Heads Must Burn,,BU-U-U-U-U-U-U-RN! POP! POP!,"I feel a little low, you know what I mean?",Buried neck-high in British snow,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,"I feel a little low, you know what I mean?",Buried neck-high in British snow,I reckon I’m a bit too close to this one,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,Buried neck-high in British snow,I reckon I’m a bit too close to this one,"Shoot me darling, shoot me in the head and go",The Birthday Party,
Sometimes Pleasure Heads Must Burn,,I reckon I’m a bit too close to this one,"Shoot me darling, shoot me in the head and go",Ya! Ya! Teeth gone. Follow my trail back home,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,"Shoot me darling, shoot me in the head and go",Ya! Ya! Teeth gone. Follow my trail back home,Ya! Ya! Teeth gone. Follow my trail back home,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,Ya! Ya! Teeth gone. Follow my trail back home,Ya! Ya! Teeth gone. Follow my trail back home,Ya! Ya! BU-U-U-U-U-U-U-RN! POP! POP!,The Birthday Party,
Sometimes Pleasure Heads Must Burn,,Ya! Ya! Teeth gone. Follow my trail back home,Ya! Ya! BU-U-U-U-U-U-U-RN! POP! POP!,,The Birthday Party,
Sonny’s Burning,The Bad Seed,,Have you heard how Sonny’s burning,Like some bright erotic star?,The Birthday Party,
Sonny’s Burning,The Bad Seed,Have you heard how Sonny’s burning,Like some bright erotic star?,He lights up the proceedings,The Birthday Party,
Sonny’s Burning,The Bad Seed,Like some bright erotic star?,He lights up the proceedings,And raises the temperature,The Birthday Party,
Sonny’s Burning,The Bad Seed,He lights up the proceedings,And raises the temperature,Flame on! Flame on!,The Birthday Party,
Sonny’s Burning,The Bad Seed,And raises the temperature,Flame on! Flame on!,,The Birthday Party,
Sonny’s Burning,The Bad Seed,Flame on! Flame on!,,Now I’ve seen to Sonny’s Burning,The Birthday Party,
Sonny’s Burning,The Bad Seed,,Now I’ve seen to Sonny’s Burning,Someday I think I’ll cut him down,The Birthday Party,
Sonny’s Burning,The Bad Seed,Now I’ve seen to Sonny’s Burning,Someday I think I’ll cut him down,But it can get so cold in here And he gives off such an evil heat,The Birthday Party,
Sonny’s Burning,The Bad Seed,Someday I think I’ll cut him down,But it can get so cold in here And he gives off such an evil heat,Flame on! Flame on!,The Birthday Party,
Sonny’s Burning,The Bad Seed,But it can get so cold in here And he gives off such an evil heat,Flame on! Flame on!,Hail my incubatic incubator,The Birthday Party,
Sonny’s Burning,The Bad Seed,Flame on! Flame on!,Hail my incubatic incubator,,The Birthday Party,
Sonny’s Burning,The Bad Seed,Hail my incubatic incubator,,Now pay witness to Sonny’s Burning,The Birthday Party,
Sonny’s Burning,The Bad Seed,,Now pay witness to Sonny’s Burning,Warming the damp and rotten seed,The Birthday Party,
Sonny’s Burning,The Bad Seed,Now pay witness to Sonny’s Burning,Warming the damp and rotten seed,Warming the damp and rotten seed,The Birthday Party,
Sonny’s Burning,The Bad Seed,Warming the damp and rotten seed,Warming the damp and rotten seed,That blooms into the demon flower,The Birthday Party,
Sonny’s Burning,The Bad Seed,Warming the damp and rotten seed,That blooms into the demon flower,Now fire and flowers both consume me,The Birthday Party,
Sonny’s Burning,The Bad Seed,That blooms into the demon flower,Now fire and flowers both consume me,Flame on! Flame on!,The Birthday Party,
Sonny’s Burning,The Bad Seed,Now fire and flowers both consume me,Flame on! Flame on!,,The Birthday Party,
Sonny’s Burning,The Bad Seed,Flame on! Flame on!,,Evil heat is running through me,The Birthday Party,
Sonny’s Burning,The Bad Seed,,Evil heat is running through me,Flame on! Flame on!,The Birthday Party,
Sonny’s Burning,The Bad Seed,Evil heat is running through me,Flame on! Flame on!,Sonny’s burning pits into me,The Birthday Party,
Sonny’s Burning,The Bad Seed,Flame on! Flame on!,Sonny’s burning pits into me,Flame on! Flame on!,The Birthday Party,
Sonny’s Burning,The Bad Seed,Sonny’s burning pits into me,Flame on! Flame on!,Sonny’s burning holes into me,The Birthday Party,
Sonny’s Burning,The Bad Seed,Flame on! Flame on!,Sonny’s burning holes into me,Don’t interrupt! Don’t interrupt!,The Birthday Party,
Sonny’s Burning,The Bad Seed,Sonny’s burning holes into me,Don’t interrupt! Don’t interrupt!,Flame on! Flame on!,The Birthday Party,
Sonny’s Burning,The Bad Seed,Don’t interrupt! Don’t interrupt!,Flame on! Flame on!,,The Birthday Party,
Wild World,The Bad Seed,,Hold me up baby for I may fall,Hold my dish-rag body tall,The Birthday Party,
Wild World,The Bad Seed,Hold me up baby for I may fall,Hold my dish-rag body tall,Our bodies melt together (we are one),The Birthday Party,
Wild World,The Bad Seed,Hold my dish-rag body tall,Our bodies melt together (we are one),"Post crucifixion baby, and all undone",The Birthday Party,
Wild World,The Bad Seed,Our bodies melt together (we are one),"Post crucifixion baby, and all undone",,The Birthday Party,
Wild World,The Bad Seed,"Post crucifixion baby, and all undone",,It’s a wild world,The Birthday Party,
Wild World,The Bad Seed,,It’s a wild world,,The Birthday Party,
Wild World,The Bad Seed,It’s a wild world,,Church bells ring out the toll of our night,The Birthday Party,
Wild World,The Bad Seed,,Church bells ring out the toll of our night,Forward and forever backward,The Birthday Party,
Wild World,The Bad Seed,Church bells ring out the toll of our night,Forward and forever backward,Forever backward forever forward all right,The Birthday Party,
Wild World,The Bad Seed,Forward and forever backward,Forever backward forever forward all right,Strophe and antistrophe,The Birthday Party,
Wild World,The Bad Seed,Forever backward forever forward all right,Strophe and antistrophe,Strophe and antistrophe,The Birthday Party,
Wild World,The Bad Seed,Strophe and antistrophe,Strophe and antistrophe,"(C’mon baby, hold me tight)",The Birthday Party,
Wild World,The Bad Seed,Strophe and antistrophe,"(C’mon baby, hold me tight)","It’s a wild world, a wild world",The Birthday Party,
Wild World,The Bad Seed,"(C’mon baby, hold me tight)","It’s a wild world, a wild world",Up here in your arms tonight,The Birthday Party,
Wild World,The Bad Seed,"It’s a wild world, a wild world",Up here in your arms tonight,,The Birthday Party,
Wild World,The Bad Seed,Up here in your arms tonight,,Don’t push me,The Birthday Party,
Wild World,The Bad Seed,,Don’t push me,Don’t push me,The Birthday Party,
Wild World,The Bad Seed,Don’t push me,Don’t push me,,The Birthday Party,
Wild World,The Bad Seed,Don’t push me,,It’s a wild world,The Birthday Party,
Wild World,The Bad Seed,,It’s a wild world,,The Birthday Party,
Fears of Gun,The Bad Seed,,Gun wears his alcoholism well,Finger in Bottle and swingin’ it still,The Birthday Party,
Fears of Gun,The Bad Seed,Gun wears his alcoholism well,Finger in Bottle and swingin’ it still,From Bed to Sink and back again,The Birthday Party,
Fears of Gun,The Bad Seed,Finger in Bottle and swingin’ it still,From Bed to Sink and back again,Clock is crawlin’ round the same,The Birthday Party,
Fears of Gun,The Bad Seed,From Bed to Sink and back again,Clock is crawlin’ round the same,He’s bustin’ Clock (he hates its face),The Birthday Party,
Fears of Gun,The Bad Seed,Clock is crawlin’ round the same,He’s bustin’ Clock (he hates its face),Just sittin’ and talkin’ to Heart in ticks,The Birthday Party,
Fears of Gun,The Bad Seed,He’s bustin’ Clock (he hates its face),Just sittin’ and talkin’ to Heart in ticks,Talkin’ back to Clock in slow and studied kicks,The Birthday Party,
Fears of Gun,The Bad Seed,Just sittin’ and talkin’ to Heart in ticks,Talkin’ back to Clock in slow and studied kicks,The fears of Gun are the fears of everyone,The Birthday Party,
Fears of Gun,The Bad Seed,Talkin’ back to Clock in slow and studied kicks,The fears of Gun are the fears of everyone,,The Birthday Party,
Fears of Gun,The Bad Seed,The fears of Gun are the fears of everyone,,Fingers down the throat of love,The Birthday Party,
Fears of Gun,The Bad Seed,,Fingers down the throat of love,Fingers down the throat of love,The Birthday Party,
Fears of Gun,The Bad Seed,Fingers down the throat of love,Fingers down the throat of love,Fingers down the throat of love,The Birthday Party,
Fears of Gun,The Bad Seed,Fingers down the throat of love,Fingers down the throat of love,Love! Love!,The Birthday Party,
Fears of Gun,The Bad Seed,Fingers down the throat of love,Love! Love!,,The Birthday Party,
Fears of Gun,The Bad Seed,Love! Love!,,Gun does the waltz around the room,The Birthday Party,
Fears of Gun,The Bad Seed,,Gun does the waltz around the room,Collecting Table and Chairs and Sofa and so on and so on,The Birthday Party,
Fears of Gun,The Bad Seed,Gun does the waltz around the room,Collecting Table and Chairs and Sofa and so on and so on,"Gun wears his best blue suit, now let’s take to the sky",The Birthday Party,
Fears of Gun,The Bad Seed,Collecting Table and Chairs and Sofa and so on and so on,"Gun wears his best blue suit, now let’s take to the sky",‘We’ll go dancin’ and eatin’ it up,The Birthday Party,
Fears of Gun,The Bad Seed,"Gun wears his best blue suit, now let’s take to the sky",‘We’ll go dancin’ and eatin’ it up,Get a bottle and push it on down’,The Birthday Party,
Fears of Gun,The Bad Seed,‘We’ll go dancin’ and eatin’ it up,Get a bottle and push it on down’,And let’s just beat it up,The Birthday Party,
Fears of Gun,The Bad Seed,Get a bottle and push it on down’,And let’s just beat it up,Transistor radio plays an overwhelmingly sad and lonely song,The Birthday Party,
Fears of Gun,The Bad Seed,And let’s just beat it up,Transistor radio plays an overwhelmingly sad and lonely song,Saying ‘Where she gone? Where she gone?’,The Birthday Party,
Fears of Gun,The Bad Seed,Transistor radio plays an overwhelmingly sad and lonely song,Saying ‘Where she gone? Where she gone?’,The fears of Gun are the fears of everyone,The Birthday Party,
Fears of Gun,The Bad Seed,Saying ‘Where she gone? Where she gone?’,The fears of Gun are the fears of everyone,,The Birthday Party,
Fears of Gun,The Bad Seed,The fears of Gun are the fears of everyone,,Fingers down the throat of love,The Birthday Party,
Fears of Gun,The Bad Seed,,Fingers down the throat of love,Fingers down the throat of love,The Birthday Party,
Fears of Gun,The Bad Seed,Fingers down the throat of love,Fingers down the throat of love,Love! Love!,The Birthday Party,
Fears of Gun,The Bad Seed,Fingers down the throat of love,Love! Love!,,The Birthday Party,
Deep in the Woods,The Bad Seed,,The woods eats the woman and dumps her honey-body in,the mud,The Birthday Party,
Deep in the Woods,The Bad Seed,The woods eats the woman and dumps her honey-body in,the mud,Her dress floats down the well and it assumes the shape of,The Birthday Party,
Deep in the Woods,The Bad Seed,the mud,Her dress floats down the well and it assumes the shape of,the body of a little girl,The Birthday Party,
Deep in the Woods,The Bad Seed,Her dress floats down the well and it assumes the shape of,the body of a little girl,Yeah I recognize that girl,The Birthday Party,
Deep in the Woods,The Bad Seed,the body of a little girl,Yeah I recognize that girl,She stumbled in some time last loneliness,The Birthday Party,
Deep in the Woods,The Bad Seed,Yeah I recognize that girl,She stumbled in some time last loneliness,But I could not stand to touch her now,The Birthday Party,
Deep in the Woods,The Bad Seed,She stumbled in some time last loneliness,But I could not stand to touch her now,My one and onlyness,The Birthday Party,
Deep in the Woods,The Bad Seed,But I could not stand to touch her now,My one and onlyness,,The Birthday Party,
Deep in the Woods,The Bad Seed,My one and onlyness,,Deep in the woods,The Birthday Party,
Deep in the Woods,The Bad Seed,,Deep in the woods,Deep in the woods,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods,Deep in the woods,Deep in the woods a funeral is swinging,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods,Deep in the woods a funeral is swinging,,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods a funeral is swinging,,Worms make their cruel design,The Birthday Party,
Deep in the Woods,The Bad Seed,,Worms make their cruel design,Saying D-I-E into her skin,The Birthday Party,
Deep in the Woods,The Bad Seed,Worms make their cruel design,Saying D-I-E into her skin,Saying DEAD into belly and DEATH into shoulder,The Birthday Party,
Deep in the Woods,The Bad Seed,Saying D-I-E into her skin,Saying DEAD into belly and DEATH into shoulder,Well last night she kissed me but then death was upon her,The Birthday Party,
Deep in the Woods,The Bad Seed,Saying DEAD into belly and DEATH into shoulder,Well last night she kissed me but then death was upon her,,The Birthday Party,
Deep in the Woods,The Bad Seed,Well last night she kissed me but then death was upon her,,Deep in the woods,The Birthday Party,
Deep in the Woods,The Bad Seed,,Deep in the woods,Deep in the woods,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods,Deep in the woods,Deep in the woods a funeral is swinging,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods,Deep in the woods a funeral is swinging,,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods a funeral is swinging,,Now the killed waits for the killer,The Birthday Party,
Deep in the Woods,The Bad Seed,,Now the killed waits for the killer,"And the trees all nod their heads, they are agreed",The Birthday Party,
Deep in the Woods,The Bad Seed,Now the killed waits for the killer,"And the trees all nod their heads, they are agreed",This knife feels like a knife feels like a knife that feels like it’s,The Birthday Party,
Deep in the Woods,The Bad Seed,"And the trees all nod their heads, they are agreed",This knife feels like a knife feels like a knife that feels like it’s,feed,The Birthday Party,
Deep in the Woods,The Bad Seed,This knife feels like a knife feels like a knife that feels like it’s,feed,Yeah I recognize that girl,The Birthday Party,
Deep in the Woods,The Bad Seed,feed,Yeah I recognize that girl,I took her from rags right through to stitches,The Birthday Party,
Deep in the Woods,The Bad Seed,Yeah I recognize that girl,I took her from rags right through to stitches,"Oh baby, tonight we sleep in separate ditches",The Birthday Party,
Deep in the Woods,The Bad Seed,I took her from rags right through to stitches,"Oh baby, tonight we sleep in separate ditches",,The Birthday Party,
Deep in the Woods,The Bad Seed,"Oh baby, tonight we sleep in separate ditches",,Deep in the woods,The Birthday Party,
Deep in the Woods,The Bad Seed,,Deep in the woods,Deep in the woods,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods,Deep in the woods,Deep in the woods a funeral is swinging,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods,Deep in the woods a funeral is swinging,,The Birthday Party,
Deep in the Woods,The Bad Seed,Deep in the woods a funeral is swinging,,Love is for fools and all fools are lovers,The Birthday Party,
Deep in the Woods,The Bad Seed,,Love is for fools and all fools are lovers,It’s raining on my house and none of the others,The Birthday Party,
Deep in the Woods,The Bad Seed,Love is for fools and all fools are lovers,It’s raining on my house and none of the others,Love is for fools and God knows I’m still one,The Birthday Party,
Deep in the Woods,The Bad Seed,It’s raining on my house and none of the others,Love is for fools and God knows I’m still one,The sidewalks are full of love’s lonely children,The Birthday Party,
Deep in the Woods,The Bad Seed,Love is for fools and God knows I’m still one,The sidewalks are full of love’s lonely children,The sidewalk regrets that we had to kill them,The Birthday Party,
Deep in the Woods,The Bad Seed,The sidewalks are full of love’s lonely children,The sidewalk regrets that we had to kill them,,The Birthday Party,
Truck Love,Burning the Ice,,Truck love! Right here!,Truck love! Right now!,Die Haut,
Truck Love,Burning the Ice,Truck love! Right here!,Truck love! Right now!,Bewitched by pure power. That’s truck love!,Die Haut,
Truck Love,Burning the Ice,Truck love! Right now!,Bewitched by pure power. That’s truck love!,In the gully of your choice. Truck love!,Die Haut,
Truck Love,Burning the Ice,Bewitched by pure power. That’s truck love!,In the gully of your choice. Truck love!,Jam-up on a leaping tree. Head on! Head first!,Die Haut,
Truck Love,Burning the Ice,In the gully of your choice. Truck love!,Jam-up on a leaping tree. Head on! Head first!,And God came down and talked to me,Die Haut,
Truck Love,Burning the Ice,Jam-up on a leaping tree. Head on! Head first!,And God came down and talked to me,And I damn nearly wept,Die Haut,
Truck Love,Burning the Ice,And God came down and talked to me,And I damn nearly wept,Tears rolling down the dash! Tears rolling down the dash!,Die Haut,
Truck Love,Burning the Ice,And I damn nearly wept,Tears rolling down the dash! Tears rolling down the dash!,We can’t stop the monster rolling,Die Haut,
Truck Love,Burning the Ice,Tears rolling down the dash! Tears rolling down the dash!,We can’t stop the monster rolling,We can’t stop the monster rolling,Die Haut,
Truck Love,Burning the Ice,We can’t stop the monster rolling,We can’t stop the monster rolling,We can’t stop the monster rolling,Die Haut,
Truck Love,Burning the Ice,We can’t stop the monster rolling,We can’t stop the monster rolling,We can’t stop the monster rolling,Die Haut,
Truck Love,Burning the Ice,We can’t stop the monster rolling,We can’t stop the monster rolling,Rise to power! Rise to power!,Die Haut,
Truck Love,Burning the Ice,We can’t stop the monster rolling,Rise to power! Rise to power!,Rise to power! Rise to power!,Die Haut,
Truck Love,Burning the Ice,Rise to power! Rise to power!,Rise to power! Rise to power!,Your eyes stare bright like gold,Die Haut,
Truck Love,Burning the Ice,Rise to power! Rise to power!,Your eyes stare bright like gold,Eye-spot interference all across the fucking road,Die Haut,
Truck Love,Burning the Ice,Your eyes stare bright like gold,Eye-spot interference all across the fucking road,Burn my eyes! Burn my eyes! Baby!,Die Haut,
Truck Love,Burning the Ice,Eye-spot interference all across the fucking road,Burn my eyes! Burn my eyes! Baby!,My hands keep shaking when I’m touching ya,Die Haut,
Truck Love,Burning the Ice,Burn my eyes! Burn my eyes! Baby!,My hands keep shaking when I’m touching ya,My hands keep shaking when I’m touching ya,Die Haut,
Truck Love,Burning the Ice,My hands keep shaking when I’m touching ya,My hands keep shaking when I’m touching ya,They keep shaking when I ain’t,Die Haut,
Truck Love,Burning the Ice,My hands keep shaking when I’m touching ya,They keep shaking when I ain’t,They keep shaking when I ain’t,Die Haut,
Truck Love,Burning the Ice,They keep shaking when I ain’t,They keep shaking when I ain’t,,Die Haut,
Truck Love,Burning the Ice,They keep shaking when I ain’t,,Truck love! Truck love!,Die Haut,
